Country Name,Country Code,Series Name,Series Code,1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,854972067.039106,892290502.793296,936089385.47486,985865921.787709,1022905027.93296,1361811508.37989,1417888715.0838,1427017206.70391,1353212122.90503,1259200446.92737,1407880446.92737,1236428100.55866,1353071061.45251,1592564639.32961,1686525953.05006,1797836665.95136,..
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Sint Maarten (Dutch part),SXM,Urban population growth (annual %),SP.URB.GROW,1.44358017700241,-0.340928969794629,-0.455338443145306,-0.549157132022842,-0.615855411464812,-0.674156266717121,-0.694871703790685,-0.660731148699809,-0.152848043546464,0.758684701305817,1.1784296790245,1.15208281910581,1.15143945524833,1.1506678870148,1.11318403688442,1.07377881990499,1.03848703265675,0.900652591853574,1.38995199936431,2.18221965906343,2.34501483099113,2.25583842596276,2.15537793742833,2.05501156733828,1.93416606270848,1.81943322551715,1.6805019872063,1.53087407274557,1.36356391629724,1.35708688873829,1.43721256242405,1.39608999302398,..
Sint Maarten (Dutch part),SXM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,16737973764.3476,20428139755.6056,26180022222.2222,28197790874.5247,27844628979.2682,29976207629.4888,30496272225.1337,29215726004.7765,30726659550.9717,35243658398.7546,46616149116.7411,57215475076.2986,62547753148.4638,70751813442.9881,86587749517.9724,100830060552.902,89342984697.5246,91112160800.7668,99705104723.4341,94724394278.052,99134277850.3418,101713075598.862,89178548717.3324,90347173228.6356,95978130734.9766,106611673364.837,105843498304.094,107732602896.441,120511265913.343,115792972358.209,133578518423.544,140934076532.375,..
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.128,0.319,0.523,0.783,1.17,2.69,5.44,9.42680320061637,12.5283218484637,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.4399971746757,76.7099901181121,77.8826,79.9843017656729,77.6346820339875,80.475857275668,81.6256675172655,80.4489224826099,82.8536605021784,89.92090413,88.92560523,89.06766196,87.2131343,89.82507032,..
Slovak Republic,SVK,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,3.539,4.73,5.452,5.023,4.601,5.074,5.875,5.062,..,..,..,..,..,5.921,6.992,7.247,6.04,6.041,5.618,4.146,3.073,2.517,3.469,3.073,2.385,2.008,2.024,..
Slovak Republic,SVK,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,17.084,20.721,39.115,42.827,45.705,47.784,51.161,53.196,48.225,44.857,39.235,41.457,44.123,42.26,44.52,42.341,39.157,38.676,32.11,30.274,30.808,31.888,31.607,42.755,40.621,38.094,40.088,..
Slovak Republic,SVK,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,9.639,13.822,17.868,18.487,17.672,16.259,16.692,14.418,10.43,8.524,7.361,10.173,12.468,13.256,13.3,13.849,10.992,10.961,9.207,7.572,5.808,4.823,6.323,6.437,5.612,5.525,4.46,..
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.2,13.645,13.103,11.328,11.882,12.421,16.099,18.546,19.148,18.541,17.549,18.206,16.276,13.395,11.16,9.514,12.023,14.387,13.634,13.966,14.226,11.536,11.492,9.679,8.142,6.544,5.761,6.719,6.894,6.143,5.843,5.335,..
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.7645334025874,56.7028303199392,56.6251654840935,56.5346381613813,56.4343476181338,56.3273931206821,56.2168739353574,56.1058893284907,55.9968426739371,55.8776140379959,55.7386007222942,55.5843833415875,55.4189847597721,55.2464278407442,55.0707354484001,54.895930446636,54.7260356993483,54.5650740704331,54.4167387988534,54.2764528316182,54.1384024098892,54.0029125499893,53.8700628001622,53.7399327086517,53.6126018237016,53.4881496935559,53.3666558664583,53.2481998906526,53.1901479870605,53.1902831072528,53.190805019646,53.1919702985684,..
Slovak Republic,SVK,Urban population growth (annual %),SP.URB.GROW,0.306634117587281,0.285280037611772,0.155576337767491,0.0516623925250872,0.00707721655014487,-0.0555778547096969,-0.0943357284871281,-0.333010976801324,-0.377540572231472,-0.24951454700324,-0.314924771903284,-0.297399132324784,-0.288210345411247,-0.307266922151052,-0.289326048315074,-0.232173427903046,-0.176723463677131,-0.201337917101142,-0.143278440121142,-0.0879668527626074,-0.147227174761791,-0.153526984107411,-0.151264565140252,-0.112939183747614,-0.0820276118766918,-0.0939018587082026,-0.0920661602068446,-0.136452192519956,-0.321426792975625,-0.284625106800357,-0.0913137556435059,-0.0839422836950296,..
Slovak Republic,SVK,Gini index,SI.POV.GINI,..,..,..,26.3,..,..,..,..,..,..,..,27.1,29.3,25.8,24.7,26,27.2,27.3,26.5,26.1,28.1,26.1,26.5,25.2,23.2,25,23.2,24.2,24.1,24.1,23.8,..,..
Slovak Republic,SVK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,14449298371.7879,16400767069.6294,21367422159.3207,21470699362.6062,20726878751.5006,22058635314.4836,22609669083.7179,20159190701.6789,20668868706.8115,23214593516.2095,29360575031.8177,34156553313.4031,35947936823.7781,39260368837.0342,47880266542.577,55509332322.3578,49975540954.8465,47793117240.9001,51199194599.3094,46167053954.3367,47867056858.8892,49514466379.6057,42709468274.8137,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61540813361.8556,59899117741.0022,69255264238.3855,72972015197.3859,..
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.41,1.07,2.9,5.07,7.59,10.1,12.6,15.1102595640388,30.1759104700854,27.8388854180687,31.8547930120441,40.81,46.81,54.01,56.74,58,64,70,67.3399948092396,68.3499745287825,72.6756,71.5862515855601,73.0986599745829,75.4985042610791,78.8854263554775,79.7499765956562,83.1083578026717,86.60130109,89.00399524,88.91248552,90.37794678,90.76355487,..
Slovenia,SVN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,2.829,3.259,2.774,3.043,2.197,2.252,2.458,3.723,2.783,3.18,3.433,3.495,3.512,3.44,4.494,5.217,6.441,6.533,6.268,5.767,6.136,5.205,3.625,3,3.131,3.332,2.653,2.121,2.064,..
Slovenia,SVN,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,9.471,8.433,9.278,9.869,10.569,8.924,8.549,10.336,9.371,9.325,7.612,6.541,5.9,8.409,11.028,12.965,14.41,17.416,14.864,13.672,14.322,10.888,8.416,9.333,10.956,9.057,9.165,8.61,7.98,..
Slovenia,SVN,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,6.809,6.678,7.745,7.53,6.947,5.503,6.015,6.225,6.079,6.855,6.515,4.952,4.353,6.307,7.504,8.648,9.08,10.709,10.392,9.905,8.051,6.692,5.482,4.644,5.526,5.405,4.461,3.845,4.102,..
Slovenia,SVN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.1,9.101,7.361,6.879,6.648,7.39,7.324,6.918,5.682,5.922,6.479,6.012,6.506,5.95,4.818,4.371,5.858,7.236,8.166,8.841,10.103,9.668,8.962,8,6.564,5.108,4.446,4.971,4.744,4.011,3.652,3.697,..
Slovenia,SVN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.3572006225586,50.1755294799805,50.2029106884133,50.2747487580715,50.3755853554947,50.4899621472228,50.6024207997953,50.6975029797519,50.7597503536323,50.7744556266555,50.7553842628349,50.7124410611224,50.648781400021,50.5672552816963,50.4707127083144,50.3620036820409,50.2439782050416,50.1194862794826,49.9463818748723,49.7619476318359,50.0466580754027,50.983470916748,53.6612160294144,53.647274017334,55.2451133728027,55.1913430955675,55.4523277282715,55.384391784668,55.3046289429588,55.3377817873563,55.5378927789875,55.7577708405917,..
Slovenia,SVN,Urban population growth (annual %),SP.URB.GROW,-0.843896918578242,-0.477114160009028,0.0761070101246859,0.0804502052644837,0.0658929188956431,0.00869582166316233,0.293913413872592,0.483745880722465,0.280267576377183,0.152874932744228,0.0227087154063224,-0.0205363543558786,0.0475826164608358,0.15798554986834,0.368156081840451,-0.0575487019304227,0.669284547449647,0.187955503652498,-0.138202608666205,-0.159980278171107,0.706313592344915,1.95289384273537,5.19410633160764,0.0472201728292508,3.00002448886577,0.265245183478896,1.16804966210413,0.547177432077788,0.124706220617074,0.249374658336782,0.75715222769641,0.721876350070118,..
Slovenia,SVN,Gini index,SI.POV.GINI,29.1,..,..,..,24.1,28.4,24,..,..,29.1,30.9,24.8,24.6,24.4,24.4,23.7,24.8,24.9,24.9,25.6,26.2,25.7,25.4,24.8,24.2,24.6,24.4,24,24.3,24.3,24.7,..,..
Slovenia,SVN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,18.5258461655266,16.2364911410258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,300746361.128739,402837005.272596,469443201.503274,510586430.190127,526554005.954357,457579840.225066,488024514.369359,419842674.227652,409508552.979972,346406738.885237,417666638.600021,468000121.313434,552881356.697517,617257457.758489,695291217.982227,776335523.470373,805557289.459198,898128551.289162,1063898226.71892,1185217634.37393,1285905957.64116,1335576762.84974,1307908813.59962,1379486290.71433,1469790526.3972,1615473250.25259,1619150563.92084,1536143427.82958,1558312103.84225,1466670929.62333,1506124566.40404,1583964703.75061,..
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,0.0249,0.269,0.392,0.508,0.495,0.481296806114395,0.468551963584141,0.501919843401009,0.555609881855115,0.64967267325146,0.844299972,1.646299958,2,3,4,5,6,6.997399807,8,9,10.00049973,11.00090027,15.14840031,20.8593998,22.48880005,24.1984005,26.03790092,28.01729965,28.67239952,29.04070091,..
Solomon Islands,SLB,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.969,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.583,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.412,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.016,..,..,..,0.694,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.28070381854,14.4475349923074,14.620892263109,14.8055435746538,15.006256870651,15.2278000948096,15.4759628886412,15.7523593692696,16.0619258388978,16.4026212138182,16.7733115757749,17.172863006512,17.6001415877737,18.0540134013038,18.5333445288467,19.0370010521463,19.5633740998673,20.1194058206257,20.7284892962955,21.3906964219987,22.1027262484765,22.8612778264703,23.6630502067213,24.5047424399707,25.3830535769599,26.2946826684302,27.275106750276,28.0327555150022,28.6889396820578,29.3511689856806,30.0088821088389,30.6617188562194,..
Solomon Islands,SLB,Urban population growth (annual %),SP.URB.GROW,4.13721689973509,4.10442949602139,4.10805418634547,4.14397482410025,4.20172342951398,4.27074711942272,4.30766005578496,4.0591420389651,3.89246578386724,3.98400603640839,4.07079611104741,4.15231261016615,4.22697093261703,4.29241551896621,4.34793583818825,4.39206667086861,4.54917408061821,5.62383310224247,6.66200751063264,6.81299163271394,6.92731953606464,6.99946585215072,7.03037616272345,7.0235063637779,6.97754099979295,6.88871455056124,6.31125709209336,4.96043314432042,4.71498991991128,4.67597473193667,4.61212085605088,4.52267698306251,..
Solomon Islands,SLB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,46.1,..,..,..,..,..,..,37.1,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9267708274456,11.5924176877251,10.1053266339754,8.72030492433418,6.7376311665869,6.25960695307261,8.40244987801104,7.68567032380197,7.74420412997056,11.4639181326619,..,16.439440971058,..,..,..
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,1260132955.78746,1481205097.98113,1534756134.55022,1792234297.39194,2191749013.58124,2962047564.41651,3045751527.66005,3412797450.20112,2252847464.68608,2192684134.59273,2836724351.5616,3859592813.10255,4683246454.10048,5026743282.04251,5430713728.89074,5913620292.90573,2948594552.44952,2687807003.73935,2906000096.93249,4364670159.99578,5062881600.00104,5728399719.99958,6152149099.99942,6613743069.99912,7621501710.0012,7873000000,8656000000,8628000000,9483000000,10203000000,10958000000,11967000000,..
"Somalia, Fed. Rep.",SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,0,0.00151,0.00295,0.00716,0.0139,0.02,0.0790391786670095,0.115614213354469,0.376198002539086,1.05345474358422,1.077299953,1.100200057,1.122200012,1.142699957,1.160599947,..,1.25,1.376700044,1.5,1.629999995,1.75999999,1.879999995,..,..,2.731400013,15.02369976,23.87479973,27.6,26.12010002,27.94020081,..
"Somalia, Fed. Rep.",SOM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.958,..,..,15.111,..,..,..
"Somalia, Fed. Rep.",SOM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.871,..,..,13.143,..,..,..
"Somalia, Fed. Rep.",SOM,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.701,..,..,15.92,..,..,..
"Somalia, Fed. Rep.",SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.828,..,..,11.086,..,..,..
"Somalia, Fed. Rep.",SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.3703404224041,30.7119175783784,31.0655148002693,31.4324409964838,31.8140050754292,32.2115159455126,32.6262825151413,33.0596136927225,33.5128183866634,33.9872055053711,34.4719665654476,34.9620706047618,35.4674928136211,35.9982083823331,36.5641925012053,37.1754203605454,37.8418671506609,38.5735080618592,39.380318284448,40.2722730087349,41.2593474250273,42.3515167236328,43.8618107408479,45.942842729174,48.3639630032265,50.9506215336872,51.6421170703225,52.286318011754,52.9060649733324,53.5010115886789,54.0714435506882,54.6176465524521,..
"Somalia, Fed. Rep.",SOM,Urban population growth (annual %),SP.URB.GROW,3.92326196053128,6.15876379147211,4.75350780516904,4.80638711035774,4.71890652155676,5.3836501565558,5.32433838026828,5.3203948169309,5.35140307573523,5.15644507478285,5.10735863543154,5.09555499505899,4.90732325182871,4.55004400905228,4.67337830251643,4.62079234116725,4.30077395177791,4.39664848613677,2.77767895000315,3.14521815361626,5.64655106192206,6.19879002173791,6.94838996215944,8.48431400189763,9.01714107055024,8.73952874616474,5.02332250549881,5.03563898684214,4.83552720152968,4.1433803756959,4.13995437235453,4.4872398619211,..
"Somalia, Fed. Rep.",SOM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.306970368027,43.3780260707635,..,12.6627391994652,..
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,147194747565.75,153512712381.836,171735933897.331,163234925380.563,168978057327.73,152982984557.233,151516957078.536,151752757215.309,135429905922.526,129087556612.449,197018965308.697,255806908594.573,288867217196.534,303858675363.643,333077117253.684,316131258616.309,329754060647.129,417363822801.713,458199494830.834,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,419986284375.368,407596043067.885,381440724491.232,401144998373.585,..
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.114,0.247,0.677,0.842,1.63,2.91,4.12,5.34855973203537,6.34661931839768,6.71032243705404,7.00769172611251,8.4251186825406,7.48854252992921,7.60713967477381,8.06537517355504,8.43,10,24,33.97,41,46.5,49,51.91910172,54,56.16740036,62.40000153,69.69689941,72.1128006,74.96859741,78.29319763,78.33670044,78.35759735,..
South Africa,ZAF,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,5.865,6.834,5.976,5.402,4.316,3.736,3.528,3.414,5.876,5.981,6.86,6.559,..,7.431,8.249,8.88,10.203,9.803,9.486,10.844,11.811,14.783,14.233,13.079,12.771,..
South Africa,ZAF,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,33.197,34.207,38.404,37.183,33.657,33.373,32.678,31.601,28.328,29.448,30.555,31.02,..,31.231,31.66,31.455,33.091,33.947,33.088,35.452,35.917,40.736,40.67,39.378,39.283,..
